Opening Id;Type;Peculiar Type;House Id;Bigger Area Room;Passing Standing Bigger Room;Bigger Area Room Type;Bigger Area Room m2;Smaller Area Room;Passing Standing Smaller Room;Smaller Area Room Type;Smaller Area Room m2;Width (cm);Height (cm);Length (cm);Level of Preservation;Id Threshold Sill;Id Lintel;Floor;Distance from Ground (cm);Frame Trace;Lintel Type;House Id:1;House Type;Date;Period;Town;Data Method;Total Square Meter (m2);Id Lintel:1;Lintel Length (cm);Lintel Width (cm);Lintel Thickness (cm);Lintel Material;Lintel Doorstop Width (cm);Lintel Tenon Hole Number;Lintel Hinge Hole Number;Lintel Bolt Hole Number;Id Threshold Sill:1;Threshold Sill Length (cm);Threshold Sill Width (cm);Threshold Sill Thickness (cm);Threshold Sill Material;Threshold Sill Type;Threshold Sill Doorstop Width (cm);Threshold Sill Tenon Hole Number;Threshold Sill Hinge Hole Number;Threshold Sill Bolt Hole Number;Threshold Sill Shutter Erosion;Threshold Sill Folding Door Channel;Outside_Inside
1307;DOORWAY;NO;CASE DEL CELIO 6;CUBICULUM;STANDING;PRIVATE ROOM;2899;RECEPTION ROOM;STANDING;PUBLIC ROOM;2857;162;300;62;4;;;G;;n.a.;E;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;INSIDE
1308;DOORWAY;NO;CASE DEL CELIO 6;RECEPTION ROOM;STANDING;PUBLIC ROOM;2857;CUBICULUM;STANDING;PRIVATE ROOM;2816;302;302;62;4;;;G;;n.a.;E;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;INSIDE
1310;DOORWAY;NO;CASE DEL CELIO 6;ENTRANCE;PASSING;PUBLIC ROOM;329;CUBICULUM;STANDING;PRIVATE ROOM;1519;221;269;62;4;;;G;;n.a.;E;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;INSIDE
1311;DOORWAY;NO;CASE DEL CELIO 6;ENTRANCE;PASSING;PUBLIC ROOM;329;STAIRWAY;PASSING;SERVICE ROOM;1082;133;262;;4;;;1;;n.a.;n.a.;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;INSIDE
1312;DOORWAY;NO;CASE DEL CELIO 6;CUBICULUM;STANDING;PRIVATE ROOM;1519;UNDERSTAIR;STANDING;SERVICE ROOM;1082;103;230;44;4;T1312;;G;;n.a.;E;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;T1312;42;103;7;LIMESTONE;A;8;0;2;0;NO;NO;INSIDE
1313;DOORWAY;NO;CASE DEL CELIO 6;RECEPTION ROOM;STANDING;PUBLIC ROOM;6222;UNDERSTAIR;STANDING;SERVICE ROOM;1082;112;220;58;4;;;G;;n.a.;E;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;INSIDE
1314;DOORWAY;NO;CASE DEL CELIO 6;RECEPTION ROOM;STANDING;PUBLIC ROOM;2717;CUBICULUM;STANDING;PRIVATE ROOM;1519;188;425;62;4;;;G;;n.a.;G;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;INSIDE
1315;DOORWAY;NO;CASE DEL CELIO 6;NYMPHAEUM;STANDING;PUBLIC ROOM;5556;RECEPTION ROOM;STANDING;PUBLIC ROOM;2717;246;257;62;4;;;G;;n.a.;n.a.;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;INSIDE
1316;WINDOW;NO;CASE DEL CELIO 6;STREET;PASSING;OPEN SPACES;;CORRIDOR;PASSING;PUBLIC ROOM;2086;19;84;60;4;;;1;141;n.a.;A;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1317;DOORWAY;NO;CASE DEL CELIO 6;STREET;PASSING;OPEN SPACES;;CORRIDOR;PASSING;PUBLIC ROOM;2086;141;178;62;4;T1317;;G;;n.a.;E;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;T1317;28;141;;LIMESTONE;D;8;0;1;0;NO;NO;OUTSIDE
1318;DOORWAY;NO;CASE DEL CELIO 6;RECEPTION ROOM;STANDING;PUBLIC ROOM;6222;CORRIDOR;PASSING;PUBLIC ROOM;2086;96;180;62;4;;;G;;n.a.;E;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;INSIDE
1319;DOORWAY;NO;CASE DEL CELIO 6;RECEPTION ROOM;STANDING;PUBLIC ROOM;6222;RECEPTION ROOM;STANDING;PUBLIC ROOM;2105;109;180;62;4;;;G;;n.a.;E;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;INSIDE
1320;DOORWAY;NO;CASE DEL CELIO 6;RECEPTION ROOM;STANDING;PUBLIC ROOM;2105;RECEPTION ROOM;STANDING;PUBLIC ROOM;1544;302;302;62;4;;;G;;n.a.;G;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;INSIDE
1321;WINDOW;NO;CASE DEL CELIO 6;STREET;PASSING;OPEN SPACES;;RECEPTION ROOM;STANDING;PUBLIC ROOM;1544;140;267;62;2;;;G;;n.a.;A;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1322;WINDOW;NO;CASE DEL CELIO 6;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;;126;207;60;4;;;1;;n.a.;C;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1323;WINDOW;NO;CASE DEL CELIO 6;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;;148;116;60;4;;;1;60;n.a.;C;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1324;WINDOW;NO;CASE DEL CELIO 6;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;;95;150;60;4;;;1;60;n.a.;A;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1325;WINDOW;NO;CASE DEL CELIO 6;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;;84;150;60;4;;;1;60;n.a.;A;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1326;WINDOW;NO;CASE DEL CELIO 6;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;;89;150;60;4;;;1;60;n.a.;A;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1327;WINDOW;NO;CASE DEL CELIO 6;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;;107;150;60;4;;;1;60;n.a.;A;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1328;DOORWAY;NO;CASE DEL CELIO 6;STREET;PASSING;OPEN SPACES;;ENTRANCE;PASSING;PUBLIC ROOM;329;150;;60;4;;;G;;n.a.;n.a.;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1329;WINDOW;NO;CASE DEL CELIO 6;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;;110;154;60;4;;;1;60;n.a.;A;CASE DEL CELIO 6;DOMUS;III AD;MIDDLE EMPIRE;ROME;BOTH;1468;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1330;DOORWAY;NO;INSULA DI SAN PAOLO ALLA REGOLA;COURT;STANDING;OPEN SPACES;2696;CUBICULUM;STANDING;PRIVATE ROOM;1474;123;190;65;4;;;1;;n.a.;E;INSULA DI SAN PAOLO ALLA REGOLA;APARTMENT;III AD;MIDDLE EMPIRE;ROME;SURVEY;;;;;;;;;;;;;;;;;;;;;;;INSIDE
1331;DOORWAY;NO;INSULA DI SAN PAOLO ALLA REGOLA;COURT;STANDING;OPEN SPACES;2696;CUBICULUM;STANDING;PRIVATE ROOM;1529;126;214;65;4;;L1331;1;;n.a.;F;INSULA DI SAN PAOLO ALLA REGOLA;APARTMENT;III AD;MIDDLE EMPIRE;ROME;SURVEY;;L1331;144;65;13;WOOD;;;;;;;;;;;;;;;;;INSIDE
1332;DOORWAY;NO;INSULA DI SAN PAOLO ALLA REGOLA;CUBICULUM;STANDING;PRIVATE ROOM;1529;CUBICULUM;STANDING;PRIVATE ROOM;1474;92;204;65;4;;;1;;n.a.;E;INSULA DI SAN PAOLO ALLA REGOLA;APARTMENT;III AD;MIDDLE EMPIRE;ROME;SURVEY;;;;;;;;;;;;;;;;;;;;;;;INSIDE
1333;WINDOW;NO;DOMUS DELL INSTITUTO INPS;STREET;PASSING;OPEN SPACES;;EXEDRA;STANDING;PUBLIC ROOM;;182;;75;2;;;G;165;n.a.;n.a.;DOMUS DELL INSTITUTO INPS;DOMUS;III-IV AD;LATE EMPIRE;ROME;SURVEY;;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1334;WINDOW;NO;DOMUS DELL INSTITUTO INPS;STREET;PASSING;OPEN SPACES;;EXEDRA;STANDING;PUBLIC ROOM;;178;;73;2;;;G;153;n.a.;n.a.;DOMUS DELL INSTITUTO INPS;DOMUS;III-IV AD;LATE EMPIRE;ROME;SURVEY;;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1335;WINDOW;NO;DOMUS DELL INSTITUTO INPS;STREET;PASSING;OPEN SPACES;;CORRIDOR;PASSING;PUBLIC ROOM;135;149;;71;2;;;G;131;n.a.;n.a.;DOMUS DELL INSTITUTO INPS;DOMUS;III-IV AD;LATE EMPIRE;ROME;SURVEY;;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1336;WINDOW;NO;DOMUS DELL INSTITUTO INPS;STREET;PASSING;OPEN SPACES;;CORRIDOR;PASSING;PUBLIC ROOM;135;153;;71;2;;;G;129;n.a.;n.a.;DOMUS DELL INSTITUTO INPS;DOMUS;III-IV AD;LATE EMPIRE;ROME;SURVEY;;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1337;WINDOW;NO;DOMUS DELL INSTITUTO INPS;STREET;PASSING;OPEN SPACES;;CORRIDOR;PASSING;PUBLIC ROOM;135;179;;72;2;;;G;159;n.a.;n.a.;DOMUS DELL INSTITUTO INPS;DOMUS;III-IV AD;LATE EMPIRE;ROME;SURVEY;;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1338;WINDOW;NO;DOMUS DELL INSTITUTO INPS;STREET;PASSING;OPEN SPACES;;CORRIDOR;PASSING;PUBLIC ROOM;135;164;;72;2;;;G;154;n.a.;n.a.;DOMUS DELL INSTITUTO INPS;DOMUS;III-IV AD;LATE EMPIRE;ROME;SURVEY;;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1339;WINDOW;NO;DOMUS DELL INSTITUTO INPS;STREET;PASSING;OPEN SPACES;;CORRIDOR;PASSING;PUBLIC ROOM;135;162;;68;2;;;G;150;n.a.;n.a.;DOMUS DELL INSTITUTO INPS;DOMUS;III-IV AD;LATE EMPIRE;ROME;SURVEY;;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1340;DOORWAY;NO;DOMUS DELL INSTITUTO INPS;STREET;PASSING;OPEN SPACES;;CORRIDOR;PASSING;PUBLIC ROOM;135;149;;79;2;;;G;;n.a.;n.a.;DOMUS DELL INSTITUTO INPS;DOMUS;III-IV AD;LATE EMPIRE;ROME;SURVEY;;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1341;DOORWAY;NO;INSULA DELL ARA COELI  1;UNKNOWN;STANDING;UNKNOWN;;TABERNA;STANDING;PUBLIC ROOM;93;207;93;73;4;;;G;;n.a.;E;INSULA DELL ARA COELI  1;SHOP APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;64;;;;;;;;;;;;;;;;;;;;;;INSIDE
1342;DOORWAY;NO;INSULA DELL ARA COELI  1;PORTICUS;PASSING;PUBLIC ROOM;;TABERNA;STANDING;PUBLIC ROOM;1601;342;355;89;4;;L1342;G;;n.a.;D;INSULA DELL ARA COELI  1;SHOP APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;64;L1342;394;89;16;WOOD;;;;;;;;;;;;;;;;;INSIDE
1343;WINDOW;NO;INSULA DELL ARA COELI  1;PORTICUS;PASSING;PUBLIC ROOM;;TABERNA;STANDING;PUBLIC ROOM;1601;233;251;89;4;;;1;47;n.a.;E;INSULA DELL ARA COELI  1;SHOP APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;64;;;;;;;;;;;;;;;;;;;;;;INSIDE
1344;DOORWAY;NO;INSULA DELL ARA COELI  2;PORTICUS;PASSING;PUBLIC ROOM;;TABERNA;STANDING;PUBLIC ROOM;3615;342;271;90;5;T1344;;G;;n.a.;D;INSULA DELL ARA COELI  2;SHOP APARTMENT;II AD;MIDDLE EMPIRE;ROME;BIBLIO ARCHIVE;127;;;;;;;;;;T1344;94;344;18;LIMESTONE;F;8;0;0;0;NO;YES;INSIDE
1345;WINDOW;NO;INSULA DELL ARA COELI  2;PORTICUS;PASSING;PUBLIC ROOM;;TABERNA;STANDING;PUBLIC ROOM;3615;175;287;90;4;;;1;;n.a.;E;INSULA DELL ARA COELI  2;SHOP APARTMENT;II AD;MIDDLE EMPIRE;ROME;BIBLIO ARCHIVE;127;;;;;;;;;;;;;;;;;;;;;;INSIDE
1346;DOORWAY;NO;INSULA DELL ARA COELI 3;PORTICUS;PASSING;PUBLIC ROOM;;TABERNA;STANDING;PUBLIC ROOM;3305;307;296;90;4;;;G;;n.a.;D;INSULA DELL ARA COELI 3;SHOP APARTMENT;II AD;MIDDLE EMPIRE;ROME;BIBLIO ARCHIVE;230;;;;;;;;;;;;;;;;;;;;;;INSIDE
1347;WINDOW;NO;INSULA DELL ARA COELI 3;PORTICUS;PASSING;PUBLIC ROOM;;TABERNA;STANDING;PUBLIC ROOM;3305;177;270;90;4;;;1;;n.a.;E;INSULA DELL ARA COELI 3;SHOP APARTMENT;II AD;MIDDLE EMPIRE;ROME;BIBLIO ARCHIVE;230;;;;;;;;;;;;;;;;;;;;;;INSIDE
1348;DOORWAY;NO;INSULA DELL ARA COELI 3;TABERNA;STANDING;PUBLIC ROOM;3805;TABERNA;STANDING;PUBLIC ROOM;3305;114;202;90;4;;;G;;n.a.;A;INSULA DELL ARA COELI 3;SHOP APARTMENT;II AD;MIDDLE EMPIRE;ROME;BIBLIO ARCHIVE;230;;;;;;;;;;;;;;;;;;;;;;INSIDE
1349;DOORWAY;NO;INSULA DELL ARA COELI 3;TABERNA;STANDING;PUBLIC ROOM;3805;TABERNA;STANDING;PUBLIC ROOM;3305;149;207;90;4;;;1;;n.a.;E;INSULA DELL ARA COELI 3;SHOP APARTMENT;II AD;MIDDLE EMPIRE;ROME;BIBLIO ARCHIVE;230;;;;;;;;;;;;;;;;;;;;;;INSIDE
1350;DOORWAY;NO;INSULA DELL ARA COELI  6;PORTICUS;PASSING;PUBLIC ROOM;;TABERNA;STANDING;PUBLIC ROOM;3615;342;271;90;5;T1350;;G;;n.a.;D;INSULA DELL ARA COELI  6;SHOP APARTMENT;III-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;337;;;;;;;;;;T1350;94;344;18;LIMESTONE;F;8;0;0;0;NO;YES;INSIDE
1351;WINDOW;NO;INSULA DELL ARA COELI  6;PORTICUS;PASSING;PUBLIC ROOM;;TABERNA;STANDING;PUBLIC ROOM;3615;175;287;90;4;;;1;;n.a.;E;INSULA DELL ARA COELI  6;SHOP APARTMENT;III-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;337;;;;;;;;;;;;;;;;;;;;;;INSIDE
1352;DOORWAY;NO;INSULA DELL ARA COELI  6;TABERNA;STANDING;PUBLIC ROOM;3615;TABERNA;STANDING;PUBLIC ROOM;3305;120;178;90;4;;;G;;n.a.;A;INSULA DELL ARA COELI  6;SHOP APARTMENT;III-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;337;;;;;;;;;;;;;;;;;;;;;;INSIDE
1353;DOORWAY;NO;INSULA DELL ARA COELI  6;TABERNA;STANDING;PUBLIC ROOM;3615;TABERNA;STANDING;PUBLIC ROOM;3305;116;172;90;4;;;1;;n.a.;A;INSULA DELL ARA COELI  6;SHOP APARTMENT;III-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;337;;;;;;;;;;;;;;;;;;;;;;INSIDE
1354;DOORWAY;NO;INSULA DELL ARA COELI  6;PORTICUS;PASSING;PUBLIC ROOM;;TABERNA;STANDING;PUBLIC ROOM;3305;307;296;90;4;;;G;;n.a.;D;INSULA DELL ARA COELI  6;SHOP APARTMENT;III-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;337;;;;;;;;;;;;;;;;;;;;;;INSIDE
1355;WINDOW;NO;INSULA DELL ARA COELI  6;PORTICUS;PASSING;PUBLIC ROOM;;TABERNA;STANDING;PUBLIC ROOM;3305;177;270;90;4;;;1;;n.a.;E;INSULA DELL ARA COELI  6;SHOP APARTMENT;III-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;337;;;;;;;;;;;;;;;;;;;;;;INSIDE
1356;DOORWAY;NO;INSULA DELL ARA COELI  6;TABERNA;STANDING;PUBLIC ROOM;3805;TABERNA;STANDING;PUBLIC ROOM;3305;114;202;90;4;;;G;;n.a.;A;INSULA DELL ARA COELI  6;SHOP APARTMENT;III-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;337;;;;;;;;;;;;;;;;;;;;;;INSIDE
1357;DOORWAY;NO;INSULA DELL ARA COELI  6;TABERNA;STANDING;PUBLIC ROOM;3805;TABERNA;STANDING;PUBLIC ROOM;3305;149;207;90;4;;;1;;n.a.;E;INSULA DELL ARA COELI  6;SHOP APARTMENT;III-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;337;;;;;;;;;;;;;;;;;;;;;;INSIDE
1358;DOORWAY;NO;INSULA DELL ARA COELI  4;ANTICHAMBER;STANDING;PUBLIC ROOM;447;CORRIDOR;PASSING;PUBLIC ROOM;1158;284;408;90;4;;;2;;n.a.;G;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;INSIDE
1359;DOORWAY;NO;INSULA DELL ARA COELI  4;RECEPTION ROOM;STANDING;PUBLIC ROOM;5129;ANTICHAMBER;STANDING;PUBLIC ROOM;447;222;408;90;4;;;2;;n.a.;G;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;INSIDE
1360;DOORWAY;NO;INSULA DELL ARA COELI  4;RECEPTION ROOM;STANDING;PUBLIC ROOM;5129;ANTICHAMBER;STANDING;PUBLIC ROOM;447;160;332;90;4;;;2;;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;INSIDE
1361;DOORWAY;NO;INSULA DELL ARA COELI  4;RECEPTION ROOM;STANDING;PUBLIC ROOM;5129;CUBICULUM;STANDING;PRIVATE ROOM;4046;106;240;90;4;;;2;;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;INSIDE
1362;DOORWAY;NO;INSULA DELL ARA COELI  4;RECEPTION ROOM;STANDING;PUBLIC ROOM;5129;CUBICULUM;STANDING;PRIVATE ROOM;4046;139;315;90;4;;;2;;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;INSIDE
1363;WINDOW;NO;INSULA DELL ARA COELI  4;RECEPTION ROOM;STANDING;PUBLIC ROOM;5129;ANTICHAMBER;STANDING;PUBLIC ROOM;447;80;84;90;4;;;2;;n.a.;A;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;INSIDE
1364;WINDOW;NO;INSULA DELL ARA COELI  4;RECEPTION ROOM;STANDING;PUBLIC ROOM;5129;CUBICULUM;STANDING;PRIVATE ROOM;4046;33;47;90;4;;;2;;n.a.;A;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;INSIDE
1365;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;4046;120;125;90;4;;;2;90;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1366;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;4046;120;125;90;4;;;2;90;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1367;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;4046;120;125;90;4;;;2;90;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1368;DOORWAY;NO;INSULA DELL ARA COELI  4;CUBICULUM;STANDING;PRIVATE ROOM;4046;CUBICULUM;STANDING;PRIVATE ROOM;3686;135;245;90;4;;;2;;n.a.;E;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;INSIDE
1369;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;3686;120;125;90;4;;;2;90;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1370;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;3686;120;125;90;4;;;2;90;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1371;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;3686;120;125;90;4;;;2;90;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1372;DOORWAY;NO;INSULA DELL ARA COELI  4;CUBICULUM;STANDING;PRIVATE ROOM;3688;CUBICULUM;STANDING;PRIVATE ROOM;3686;212;245;90;4;;;2;;n.a.;E;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;INSIDE
1373;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;3688;120;125;90;4;;;2;90;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1374;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;3688;120;125;90;4;;;2;90;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1375;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;3688;120;125;90;4;;;2;90;n.a.;D;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1376;DOORWAY;NO;INSULA DELL ARA COELI  4;MEDIANUM;PASSING;PUBLIC ROOM;3772;CUBICULUM;STANDING;PRIVATE ROOM;3688;210;255;90;4;;;2;;n.a.;E;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;INSIDE
1377;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;MEDIANUM;PASSING;PUBLIC ROOM;3772;219;;90;2;;;2;;n.a.;n.a.;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1378;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;MEDIANUM;PASSING;PUBLIC ROOM;3772;122;;90;2;;;2;;n.a.;n.a.;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
1379;WINDOW;NO;INSULA DELL ARA COELI  4;STREET;PASSING;OPEN SPACES;;MEDIANUM;PASSING;PUBLIC ROOM;3772;122;;90;2;;;2;;n.a.;n.a.;INSULA DELL ARA COELI  4;MEDIANUM APARTMENT;II-IV AD;LATE EMPIRE;ROME;BIBLIO ARCHIVE;483;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
