"ThresholdSillHingeHoleId","IdThresholdSill","ThresholdSillHingeHoleDepth","ThresholdSillHingeHoleShape","ThresholdSillHingeHoleRadius","ThresholdSillHingeHoleWidth","ThresholdSillHingeHoleLength","ThresholdSillHingeMaterial","OpeningId","Type","PeculiarType","HouseId","BiggerAreaRoom","PassingStandingBiggerRoom","BiggerAreaRoomType","Bigger Area RoomM2","SmallerAreaRoom","PassingStandingSmallerRoom","SmallerAreaRoomType","SmallerAreaRoomM2","Width","Height","Length","LevelOfPreservation","IdThresholdSill:1","IdLintel","Floor","DistancefromGround","FrameTrace","LintelType","Facing","HouseId:1","HouseType","Date","Period","Town","DataMethod","TotalSquareMeter","IdThresholdSill:2","ThresholdSillLength","ThresholdSillWidth","ThresholdSillThickness","ThresholdSillMaterial","ThresholdSillType","ThresholdSillDoorstopWidth","ThresholdSillTenonHoleNumber","ThresholdSillHingeHoleNumber","ThresholdSillBoltHoleNumber","ThresholdSillShutterErosion","ThresholdSillFoldingDoorChannel","IdLintel:1","LintelLength","LintelWidth","LintelThickness","LintelMaterial","LintelDoorstopWidth","LintelTenonHoleNumber","LintelHingeHoleNumber","LintelBoltHoleNumber"
"L1HT1619","T1619",1,"ROUND",3,NA,NA,"NO TRACE",1619,"WINDOW","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"COURT","STANDING","OPEN SPACES",228.93,58,NA,19,5,"T1619","L1619","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1619",24,62,4,"MARBLE","C",0,0,1,0,"NO","NO","L1619",NA,20,NA,"WOOD",NA,NA,NA,NA
"L1HT1624","T1624",1,"SQUARED",NA,7,9,"NO TRACE",1624,"WINDOW","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"COURT","STANDING","OPEN SPACES",228.93,116,NA,40,5,"T1624","L1624","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1624",41,116,4,"MARBLE","C",0,0,2,0,"NO","NO","L1624",NA,40,NA,"WOOD",NA,NA,NA,NA
"R1HT1624","T1624",1,"SQUARED",NA,7,7,"NO TRACE",1624,"WINDOW","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"COURT","STANDING","OPEN SPACES",228.93,116,NA,40,5,"T1624","L1624","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1624",41,116,4,"MARBLE","C",0,0,2,0,"NO","NO","L1624",NA,40,NA,"WOOD",NA,NA,NA,NA
"L1HT1630","T1630",0.5,"SQUARED",NA,8,6,"NO TRACE",1630,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"CUBICULUM","STANDING","PRIVATE ROOM",3.85,117,NA,38,3,"T1630",NA,"G",NA,NA,NA,"INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1630",46,154,4,"MARBLE","C",0,3,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1630","T1630",0.5,"SQUARED",NA,6,8,"NO TRACE",1630,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"CUBICULUM","STANDING","PRIVATE ROOM",3.85,117,NA,38,3,"T1630",NA,"G",NA,NA,NA,"INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1630",46,154,4,"MARBLE","C",0,3,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1636","T1636",1,"ROUND",2.5,NA,NA,"NO TRACE",1636,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"GARDEN","STANDING","OPEN SPACES",29.25,128,NA,39,5,"T1636","L1636","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1636",31,128,3,"MARBLE","C",0,0,2,0,"NO","NO","L1636",NA,39,NA,"WOOD",NA,NA,NA,NA
"R1HT1636","T1636",1,"ROUND",2.5,NA,NA,"NO TRACE",1636,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"GARDEN","STANDING","OPEN SPACES",29.25,128,NA,39,5,"T1636","L1636","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1636",31,128,3,"MARBLE","C",0,0,2,0,"NO","NO","L1636",NA,39,NA,"WOOD",NA,NA,NA,NA
"R1HT1641","T1641",1,"SQUARED",NA,8,8,"NO TRACE",1641,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"GARDEN","STANDING","OPEN SPACES",21.61,320,NA,43,3,"T1641",NA,"G",NA,NA,NA,"INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1641",37,320,4,"MARBLE","C",0,0,1,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1642","T1642",1,"ROUND",3.5,NA,NA,"NO TRACE",1642,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"GARDEN","STANDING","OPEN SPACES",21.61,105,NA,43,3,"T1642",NA,"G",NA,NA,NA,"INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1642",37,105,4,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1642","T1642",1,"ROUND",3.5,NA,NA,"NO TRACE",1642,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"GARDEN","STANDING","OPEN SPACES",21.61,105,NA,43,3,"T1642",NA,"G",NA,NA,NA,"INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1642",37,105,4,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1643","T1643",1,"ROUND",3.75,NA,NA,"NO TRACE",1643,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"GARDEN","STANDING","OPEN SPACES",21.61,132,NA,44,5,"T1643","L1643","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1643",39,132,4,"MARBLE","C",0,0,2,0,"NO","NO","L1643",NA,44,NA,"WOOD",NA,NA,NA,NA
"L1HT1645","T1645",1,"SQUARED",NA,7,8,"NO TRACE",1645,"WINDOW","NO","CASA DEI CERVI","GARDEN","STANDING","OPEN SPACES",21.61,"CUBICULUM","STANDING","PRIVATE ROOM",9.15,105,NA,38,5,"T1645","L1645","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1645",33,105,4,"MARBLE","C",0,0,2,1,"NO","NO","L1645",NA,38,NA,"WOOD",NA,NA,NA,NA
"R1HT1645","T1645",1,"SQUARED",NA,7,8,"NO TRACE",1645,"WINDOW","NO","CASA DEI CERVI","GARDEN","STANDING","OPEN SPACES",21.61,"CUBICULUM","STANDING","PRIVATE ROOM",9.15,105,NA,38,5,"T1645","L1645","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1645",33,105,4,"MARBLE","C",0,0,2,1,"NO","NO","L1645",NA,38,NA,"WOOD",NA,NA,NA,NA
"L1HT1646","T1646",1,"ROUND",3,NA,NA,"NO TRACE",1646,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"CUBICULUM","STANDING","PRIVATE ROOM",9.15,105,NA,40,5,"T1646","L1646","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1646",40,105,4,"MARBLE","C",0,0,3,0,"NO","NO","L1646",NA,40,NA,"WOOD",NA,NA,NA,NA
"L2HT1646","T1646",1.5,"ROUND",2.75,NA,NA,"NO TRACE",1646,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"CUBICULUM","STANDING","PRIVATE ROOM",9.15,105,NA,40,5,"T1646","L1646","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1646",40,105,4,"MARBLE","C",0,0,3,0,"NO","NO","L1646",NA,40,NA,"WOOD",NA,NA,NA,NA
"R1HT1646","T1646",1.5,"ROUND",3,NA,NA,"NO TRACE",1646,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"CUBICULUM","STANDING","PRIVATE ROOM",9.15,105,NA,40,5,"T1646","L1646","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1646",40,105,4,"MARBLE","C",0,0,3,0,"NO","NO","L1646",NA,40,NA,"WOOD",NA,NA,NA,NA
"L1HT1650","T1650",0.5,"ROUND",3,NA,NA,"NO TRACE",1650,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"RECEPTION ROOM","STANDING","PUBLIC ROOM",25.55,153,NA,45,5,"T1650","L1650","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1650",36,149,4,"MARBLE","C",0,0,3,0,"NO","NO","L1650",NA,45,NA,"WOOD",NA,NA,NA,NA
"R1HT1650","T1650",0.5,"ROUND",3,NA,NA,"NO TRACE",1650,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"RECEPTION ROOM","STANDING","PUBLIC ROOM",25.55,153,NA,45,5,"T1650","L1650","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1650",36,149,4,"MARBLE","C",0,0,3,0,"NO","NO","L1650",NA,45,NA,"WOOD",NA,NA,NA,NA
"R2HT1650","T1650",0.5,"ROUND",3.5,NA,NA,"NO TRACE",1650,"DOORWAY","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"RECEPTION ROOM","STANDING","PUBLIC ROOM",25.55,153,NA,45,5,"T1650","L1650","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1650",36,149,4,"MARBLE","C",0,0,3,0,"NO","NO","L1650",NA,45,NA,"WOOD",NA,NA,NA,NA
"L1HT1651","T1651",0.5,"SQUARED",NA,7,7,"NO TRACE",1651,"WINDOW","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"RECEPTION ROOM","STANDING","PUBLIC ROOM",25.55,80,NA,45,5,"T1651","L1651","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1651",45,80,3,"MARBLE","C",0,0,1,0,"NO","NO","L1651",NA,45,NA,"WOOD",NA,NA,NA,NA
"L1HT1656","T1656",0.5,"SQUARED",NA,8,8,"NO TRACE",1656,"DOORWAY","NO","CASA DEI CERVI","COURT","STANDING","OPEN SPACES",228.93,"TRICLINIUM","STANDING","PUBLIC ROOM",74.45,88,NA,39,3,"T1656",NA,"G",NA,NA,NA,"INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1656",51,100,3,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT1656","T1656",0.5,"SQUARED",NA,8,8,"NO TRACE",1656,"DOORWAY","NO","CASA DEI CERVI","COURT","STANDING","OPEN SPACES",228.93,"TRICLINIUM","STANDING","PUBLIC ROOM",74.45,88,NA,39,3,"T1656",NA,"G",NA,NA,NA,"INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1656",51,100,3,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1657","T1657",0.5,"SQUARED",NA,10,10,"NO TRACE",1657,"DOORWAY","NO","CASA DEI CERVI","COURT","STANDING","OPEN SPACES",228.93,"TRICLINIUM","STANDING","PUBLIC ROOM",74.45,290,NA,40,3,"T1657",NA,"G",NA,NA,NA,"INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1657",64,296,3,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT1657","T1657",0.5,"SQUARED",NA,10,10,"NO TRACE",1657,"DOORWAY","NO","CASA DEI CERVI","COURT","STANDING","OPEN SPACES",228.93,"TRICLINIUM","STANDING","PUBLIC ROOM",74.45,290,NA,40,3,"T1657",NA,"G",NA,NA,NA,"INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1657",64,296,3,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1658","T1658",0.5,"SQUARED",NA,8,8,"NO TRACE",1658,"DOORWAY","NO","CASA DEI CERVI","COURT","STANDING","OPEN SPACES",228.93,"TRICLINIUM","STANDING","PUBLIC ROOM",74.45,84,NA,40,3,"T1658",NA,"G",NA,NA,NA,"INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1658",40,106,3,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT1658","T1658",0.5,"SQUARED",NA,8,8,"NO TRACE",1658,"DOORWAY","NO","CASA DEI CERVI","COURT","STANDING","OPEN SPACES",228.93,"TRICLINIUM","STANDING","PUBLIC ROOM",74.45,84,NA,40,3,"T1658",NA,"G",NA,NA,NA,"INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1658",40,106,3,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1661","T1661",1,"ROUND",2.5,NA,NA,"NO TRACE",1661,"DOORWAY","NO","CASA DEI CERVI","COURT","STANDING","OPEN SPACES",228.93,"STAIRWAY","PASSING","SERVICE ROOM",3.67,98,NA,38,5,"T1661","L1661","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1661",50,89,20,"OTHER STONE","A",10,0,4,0,"NO","NO","L1661",NA,38,NA,"WOOD",NA,NA,NA,NA
"L2HT1661","T1661",1,"ROUND",2.5,NA,NA,"NO TRACE",1661,"DOORWAY","NO","CASA DEI CERVI","COURT","STANDING","OPEN SPACES",228.93,"STAIRWAY","PASSING","SERVICE ROOM",3.67,98,NA,38,5,"T1661","L1661","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1661",50,89,20,"OTHER STONE","A",10,0,4,0,"NO","NO","L1661",NA,38,NA,"WOOD",NA,NA,NA,NA
"L3HT1661","T1661",1.5,"ROUND",2.5,NA,NA,"NO TRACE",1661,"DOORWAY","NO","CASA DEI CERVI","COURT","STANDING","OPEN SPACES",228.93,"STAIRWAY","PASSING","SERVICE ROOM",3.67,98,NA,38,5,"T1661","L1661","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1661",50,89,20,"OTHER STONE","A",10,0,4,0,"NO","NO","L1661",NA,38,NA,"WOOD",NA,NA,NA,NA
"R1HT1661","T1661",1,"ROUND",2.5,NA,NA,"NO TRACE",1661,"DOORWAY","NO","CASA DEI CERVI","COURT","STANDING","OPEN SPACES",228.93,"STAIRWAY","PASSING","SERVICE ROOM",3.67,98,NA,38,5,"T1661","L1661","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1661",50,89,20,"OTHER STONE","A",10,0,4,0,"NO","NO","L1661",NA,38,NA,"WOOD",NA,NA,NA,NA
"L1HT1662","T1662",1,"ROUND",2.5,NA,NA,"NO TRACE",1662,"WINDOW","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"COURT","STANDING","OPEN SPACES",228.93,113,NA,38,5,"T1662","L1662","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1662",38,113,4,"MARBLE","C",0,0,2,0,"YES","NO","L1662",NA,38,NA,"WOOD",NA,NA,NA,NA
"R1HT1662","T1662",1,"ROUND",2.5,NA,NA,"NO TRACE",1662,"WINDOW","NO","CASA DEI CERVI","CORRIDOR","PASSING","PUBLIC ROOM",260,"COURT","STANDING","OPEN SPACES",228.93,113,NA,38,5,"T1662","L1662","G",NA,NA,"B","INSIDE","CASA DEI CERVI","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","BOTH",1193,"T1662",38,113,4,"MARBLE","C",0,0,2,0,"YES","NO","L1662",NA,38,NA,"WOOD",NA,NA,NA,NA
"L1HT1673","T1673",0.5,"ROUND",2.75,NA,NA,"NO TRACE",1673,"DOORWAY","NO","CASA DEL BEL CORTILE","ENTRANCE","PASSING","PUBLIC ROOM",34.96,"ANTICHAMBER","STANDING","PUBLIC ROOM",2.01,109,202,65,5,"T1673","L1673","G",NA,NA,"B","INSIDE","CASA DEL BEL CORTILE","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",228,"T1673",22,110,4,"MARBLE","C",0,0,1,0,"NO","NO","L1673",131,65,16,"WOOD",NA,NA,NA,NA
"R1HT1674","T1674",0.5,"SQUARED",NA,7,7,"NO TRACE",1674,"DOORWAY","NO","CASA DEL BEL CORTILE","COURT","STANDING","OPEN SPACES",13.56,"ANTICHAMBER","STANDING","PUBLIC ROOM",2.01,116,203,30,5,"T1674","L1674","G",NA,NA,"B","INSIDE","CASA DEL BEL CORTILE","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",228,"T1674",31,130,4,"MARBLE","C",0,0,1,0,"NO","NO","L1674",NA,NA,NA,"WOOD",NA,NA,NA,NA
"L1HT1677","T1677",1.5,"ROUND",3,NA,NA,"NO TRACE",1677,"DOORWAY","NO","CASA DEL BEL CORTILE","TRICLINIUM","STANDING","PUBLIC ROOM",19.21,"ANTICHAMBER","STANDING","PUBLIC ROOM",2.01,107,201,37,5,"T1677","L1677","G",NA,NA,"B","INSIDE","CASA DEL BEL CORTILE","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",228,"T1677",37,108,NA,"OTHER STONE","A",9,0,1,0,"NO","NO","L1677",127,37,24,"WOOD",NA,NA,NA,NA
"L1HT1679","T1679",2,"ROUND",3.5,NA,NA,"NO TRACE",1679,"DOORWAY","NO","CASA DEL BEL CORTILE","ENTRANCE","PASSING","PUBLIC ROOM",34.96,"CORRIDOR","PASSING","PUBLIC ROOM",7.24,122,182,NA,5,"T1679","L1679","G",NA,NA,"B","INSIDE","CASA DEL BEL CORTILE","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",228,"T1679",35,121,4,"MARBLE","C",0,0,2,0,"NO","NO","L1679",NA,NA,NA,"WOOD",NA,NA,NA,NA
"R1HT1679","T1679",2,"ROUND",3,NA,NA,"NO TRACE",1679,"DOORWAY","NO","CASA DEL BEL CORTILE","ENTRANCE","PASSING","PUBLIC ROOM",34.96,"CORRIDOR","PASSING","PUBLIC ROOM",7.24,122,182,NA,5,"T1679","L1679","G",NA,NA,"B","INSIDE","CASA DEL BEL CORTILE","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",228,"T1679",35,121,4,"MARBLE","C",0,0,2,0,"NO","NO","L1679",NA,NA,NA,"WOOD",NA,NA,NA,NA
"L1HT1702","T1702",0.5,"ROUND",3.25,NA,NA,"IRON",1702,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","ATRIUM","STANDING","OPEN SPACES",70.46,"OECUS","STANDING","PUBLIC ROOM",20.27,243,236,49,5,"T1702",NA,"G",NA,"YES","B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1702",65,260,NA,"MARBLE AND MOSAIC","C",0,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1702","T1702",0.5,"SQUARED",NA,7,7,"IRON",1702,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","ATRIUM","STANDING","OPEN SPACES",70.46,"OECUS","STANDING","PUBLIC ROOM",20.27,243,236,49,5,"T1702",NA,"G",NA,"YES","B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1702",65,260,NA,"MARBLE AND MOSAIC","C",0,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT1702","T1702",0.5,"ROUND",3.25,NA,NA,"IRON",1702,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","ATRIUM","STANDING","OPEN SPACES",70.46,"OECUS","STANDING","PUBLIC ROOM",20.27,243,236,49,5,"T1702",NA,"G",NA,"YES","B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1702",65,260,NA,"MARBLE AND MOSAIC","C",0,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1711","T1711",1.5,"ROUND",3,NA,NA,"IRON",1711,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","ANTICHAMBER","STANDING","PUBLIC ROOM",13.73,"CUBICULUM","STANDING","PRIVATE ROOM",9.13,108,204,44,5,"T1711",NA,"G",NA,NA,"B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1711",75,118,15,"MARBLE AND MOSAIC","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1711","T1711",1.5,"ROUND",3,NA,NA,"IRON",1711,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","ANTICHAMBER","STANDING","PUBLIC ROOM",13.73,"CUBICULUM","STANDING","PRIVATE ROOM",9.13,108,204,44,5,"T1711",NA,"G",NA,NA,"B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1711",75,118,15,"MARBLE AND MOSAIC","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1714","T1714",1,"SQUARED",NA,7,7,"NO TRACE",1714,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","PERISTYLE","PASSING","OPEN SPACES",140.85,"TRICLINIUM","STANDING","PUBLIC ROOM",18.01,283,262,48,5,"T1714","L1714","G",NA,"YES","B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1714",54,307,7,"MARBLE","C",0,0,4,0,"NO","NO","L1714",391,46,25,"WOOD",NA,NA,NA,NA
"L2HT1714","T1714",0.5,"ROUND",3,NA,NA,"NO TRACE",1714,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","PERISTYLE","PASSING","OPEN SPACES",140.85,"TRICLINIUM","STANDING","PUBLIC ROOM",18.01,283,262,48,5,"T1714","L1714","G",NA,"YES","B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1714",54,307,7,"MARBLE","C",0,0,4,0,"NO","NO","L1714",391,46,25,"WOOD",NA,NA,NA,NA
"R1HT1714","T1714",1,"SQUARED",NA,7,7,"NO TRACE",1714,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","PERISTYLE","PASSING","OPEN SPACES",140.85,"TRICLINIUM","STANDING","PUBLIC ROOM",18.01,283,262,48,5,"T1714","L1714","G",NA,"YES","B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1714",54,307,7,"MARBLE","C",0,0,4,0,"NO","NO","L1714",391,46,25,"WOOD",NA,NA,NA,NA
"R2HT1714","T1714",0.5,"ROUND",3,NA,NA,"NO TRACE",1714,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","PERISTYLE","PASSING","OPEN SPACES",140.85,"TRICLINIUM","STANDING","PUBLIC ROOM",18.01,283,262,48,5,"T1714","L1714","G",NA,"YES","B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1714",54,307,7,"MARBLE","C",0,0,4,0,"NO","NO","L1714",391,46,25,"WOOD",NA,NA,NA,NA
"L1HT1716","T1716",1,"SQUARED",NA,8,8,"IRON",1716,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","PERISTYLE","PASSING","OPEN SPACES",140.85,"CUBICULUM","STANDING","PRIVATE ROOM",8.21,190,229,31,5,"T1716","L1716","G",NA,NA,"B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1716",49,204,3,"MARBLE AND MOSAIC","C",0,0,2,0,"NO","NO","L1716",298,31,23,"WOOD",NA,NA,NA,NA
"R1HT1716","T1716",1,"SQUARED",NA,8,8,"IRON",1716,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","PERISTYLE","PASSING","OPEN SPACES",140.85,"CUBICULUM","STANDING","PRIVATE ROOM",8.21,190,229,31,5,"T1716","L1716","G",NA,NA,"B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1716",49,204,3,"MARBLE AND MOSAIC","C",0,0,2,0,"NO","NO","L1716",298,31,23,"WOOD",NA,NA,NA,NA
"L1HT1718","T1718",0.5,"ROUND",2.75,NA,NA,"NO TRACE",1718,"DOORWAY","NO","CASA DEL COLONNATO TUSCANICO","PERISTYLE","PASSING","OPEN SPACES",140.85,"CUBICULUM","STANDING","PRIVATE ROOM",9.49,105,212,50,5,"T1718",NA,"G",NA,NA,"B","INSIDE","CASA DEL COLONNATO TUSCANICO","DOMUS","I BC-I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",504,"T1718",35,84,4,"MARBLE","C",0,0,1,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
