OpeningId,Type,PeculiarType,HouseId,BiggerAreaRoom,PassingStandingBiggerRoom,BiggerAreaRoomType,Facing,Bigger Area RoomM2,SmallerAreaRoom,PassingStandingSmallerRoom,SmallerAreaRoomType,SmallerAreaRoomM2,Width,Height,Length,LevelOfPreservation,IdThresholdSill,IdLintel,Floor,DistancefromGround,FrameTrace,LintelType,HouseType,Date,Period,Town,DataMethod,TotalSquareMeter,IdThresholdSill:1,ThresholdSillLength,ThresholdSillWidth,ThresholdSillThickness,ThresholdSillMaterial,ThresholdSillType,ThresholdSillDoorstopWidth,ThresholdSillTenonHoleNumber,ThresholdSillHingeHoleNumber,ThresholdSillBoltHoleNumber,ThresholdSillShutterErosion,ThresholdSillFoldingDoorChannel
1608,DOORWAY,NO,CASA DEI CERVI,SERVICE ROOM,STANDING,SERVICE ROOM,INSIDE,9.24,KITCHEN,STANDING,SERVICE ROOM,4.48,64,,34,5,T1608,L1608,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1608,52,76,9,OTHER STONE,A,9,0,1,0,NO,NO
1609,DOORWAY,NO,CASA DEI CERVI,SERVICE ROOM,STANDING,SERVICE ROOM,INSIDE,9.24,STORAGE CLOSET,STANDING,SERVICE ROOM,6.1,74,,32,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1610,DOORWAY,NO,CASA DEI CERVI,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,11.45,ANTICHAMBER,STANDING,PUBLIC ROOM,6.54,93,,43,5,T1610,L1610,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1610,48,93,,OTHER STONE,C,0,0,2,0,NO,NO
1611,WINDOW,BETWEEN FLATS,CASA DEI CERVI,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,11.45,CORRIDOR,PASSING,PUBLIC ROOM,,99,,49,4,,,G,,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1612,WINDOW,NO,CASA DEI CERVI,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,17.77,CUBICULUM,STANDING,PRIVATE ROOM,11.45,81,73,44,4,,L1612,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1613,WINDOW,WOLF MOUTH WINDOW,CASA DEI CERVI,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,6.54,CUBICULUM,STANDING,PRIVATE ROOM,3.71,25,43,35,4,,,G,326,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1614,WINDOW,NO,CASA DEI CERVI,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,6.54,CUBICULUM,STANDING,PRIVATE ROOM,3.71,57,83,35,4,,,G,318,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1615,WINDOW,WOLF MOUTH WINDOW,CASA DEI CERVI,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,6.54,CUBICULUM,STANDING,PRIVATE ROOM,3.71,22,40,35,4,,,G,340,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1616,WINDOW,BETWEEN FLATS,CASA DEI CERVI,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,6.1,CUBICULUM,STANDING,PRIVATE ROOM,,91,,37,4,,,G,,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1617,WINDOW,NO,CASA DEI CERVI,COURT,STANDING,OPEN SPACES,OUTSIDE,228.93,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.77,,,,4,,,G,,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1618,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.77,175,,43,5,T1618,L1618,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1618,61,191,4,MARBLE,C,0,0,2,0,NO,NO
1619,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,COURT,STANDING,OPEN SPACES,228.93,58,,19,5,T1619,L1619,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1619,24,62,4,MARBLE,C,0,0,1,0,NO,NO
1620,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,COURT,STANDING,OPEN SPACES,228.93,97,,38,4,,L1620,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1621,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,COURT,STANDING,OPEN SPACES,228.93,162,,44,4,,L1621,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1622,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,COURT,STANDING,OPEN SPACES,228.93,309,,37,4,,,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1623,WINDOW,WOLF MOUTH WINDOW,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,COURT,STANDING,OPEN SPACES,228.93,55,,42,4,,,G,,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1624,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,COURT,STANDING,OPEN SPACES,228.93,116,,40,5,T1624,L1624,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1624,41,116,4,MARBLE,C,0,0,2,0,NO,NO
1625,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,COURT,STANDING,OPEN SPACES,228.93,98,,44,4,,L1625,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1626,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,COURT,STANDING,OPEN SPACES,228.93,92,,44,4,,L1626,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1627,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,STAIRWAY,PASSING,SERVICE ROOM,4.63,95,,34,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1628,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,COURT,STANDING,OPEN SPACES,228.93,,,34,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1629,WINDOW,NO,CASA DEI CERVI,COURT,STANDING,OPEN SPACES,OUTSIDE,228.93,RECEPTION ROOM,STANDING,PUBLIC ROOM,24.32,101,,37,4,,L1629,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1630,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,CUBICULUM,STANDING,PRIVATE ROOM,3.85,117,,38,3,T1630,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1630,46,154,4,MARBLE,C,0,3,2,0,NO,NO
1631,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,CUBICULUM,STANDING,PRIVATE ROOM,3.85,50,,48,4,,L1631,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1632,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,CUBICULUM,STANDING,PRIVATE ROOM,3.99,75,,37,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1633,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,24.32,103,,41,5,T1633,L1633,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1633,13,91,4,MARBLE,C,0,0,0,0,NO,NO
1634,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,24.32,147,,45,5,T1634,L1634,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1634,35,147,4,MARBLE,C,0,0,0,0,NO,NO
1635,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,CUBICULUM,STANDING,PRIVATE ROOM,4.54,89,,37,4,,L1635,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1636,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,GARDEN,STANDING,OPEN SPACES,29.25,128,,39,5,T1636,L1636,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1636,31,128,3,MARBLE,C,0,0,2,0,NO,NO
1637,DOORWAY,NO,CASA DEI CERVI,GARDEN,STANDING,OPEN SPACES,OUTSIDE,29.25,CUBICULUM,STANDING,PRIVATE ROOM,7.24,101,,33,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1638,WINDOW,NO,CASA DEI CERVI,TERRACE,STANDING,OPEN SPACES,OUTSIDE,72.66,CUBICULUM,STANDING,PRIVATE ROOM,7.24,,,38,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1639,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,GARDEN,STANDING,OPEN SPACES,29.25,129,,42,4,,L1639,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1640,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,GARDEN,STANDING,OPEN SPACES,29.25,91,,44,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1641,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,GARDEN,STANDING,OPEN SPACES,21.61,320,,43,3,T1641,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1641,37,320,4,MARBLE,C,0,0,1,0,NO,NO
1642,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,GARDEN,STANDING,OPEN SPACES,21.61,105,,43,3,T1642,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1642,37,105,4,MARBLE,C,0,0,2,0,NO,NO
1643,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,GARDEN,STANDING,OPEN SPACES,21.61,132,,44,5,T1643,L1643,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1643,39,132,4,MARBLE,C,0,0,2,0,NO,NO
1644,WINDOW,NO,CASA DEI CERVI,TERRACE,STANDING,OPEN SPACES,OUTSIDE,72.66,CUBICULUM,STANDING,PRIVATE ROOM,9.15,145,,34,5,T1644,L1644,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1644,41,187,4,MARBLE,C,0,0,0,0,NO,NO
1645,WINDOW,NO,CASA DEI CERVI,GARDEN,STANDING,OPEN SPACES,OUTSIDE,21.61,CUBICULUM,STANDING,PRIVATE ROOM,9.15,105,,38,5,T1645,L1645,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1645,33,105,4,MARBLE,C,0,0,2,1,NO,NO
1646,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,CUBICULUM,STANDING,PRIVATE ROOM,9.15,105,,40,5,T1646,L1646,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1646,40,105,4,MARBLE,C,0,0,3,0,NO,NO
1647,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,105,,50,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1648,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,297,,50,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1649,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,102,,50,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1650,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.55,153,,45,5,T1650,L1650,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1650,36,149,4,MARBLE,C,0,0,3,0,NO,NO
1651,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.55,80,,45,5,T1651,L1651,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1651,45,80,3,MARBLE,C,0,0,1,0,NO,NO
1652,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,COURT,STANDING,OPEN SPACES,228.93,97,,36,5,T1652,,G,,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1652,35,97,4,MARBLE,C,0,0,0,0,NO,NO
1653,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.55,119,,44,4,,L1653,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1654,WINDOW,NO,CASA DEI CERVI,COURT,STANDING,OPEN SPACES,OUTSIDE,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,90,,44,5,T1654,L1654,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1654,40,97,4,MARBLE,C,0,0,0,0,NO,NO
1655,WINDOW,NO,CASA DEI CERVI,COURT,STANDING,OPEN SPACES,OUTSIDE,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,97,,41,4,,L1655,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1656,DOORWAY,NO,CASA DEI CERVI,COURT,STANDING,OPEN SPACES,OUTSIDE,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,88,,39,3,T1656,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1656,51,100,3,MARBLE,C,0,0,2,0,NO,NO
1657,DOORWAY,NO,CASA DEI CERVI,COURT,STANDING,OPEN SPACES,OUTSIDE,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,290,,40,3,T1657,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1657,64,296,3,MARBLE,C,0,0,2,0,NO,NO
1658,DOORWAY,NO,CASA DEI CERVI,COURT,STANDING,OPEN SPACES,OUTSIDE,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,84,,40,3,T1658,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1658,40,106,3,MARBLE,C,0,0,2,0,NO,NO
1659,WINDOW,NO,CASA DEI CERVI,COURT,STANDING,OPEN SPACES,OUTSIDE,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,92,,45,3,T1659,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1659,45,92,3,MARBLE,C,0,0,0,0,NO,NO
1660,WINDOW,NO,CASA DEI CERVI,COURT,STANDING,OPEN SPACES,OUTSIDE,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,97,,41,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1661,DOORWAY,NO,CASA DEI CERVI,COURT,STANDING,OPEN SPACES,OUTSIDE,228.93,STAIRWAY,PASSING,SERVICE ROOM,3.67,98,,38,5,T1661,L1661,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1661,50,89,20,OTHER STONE,A,10,0,4,0,NO,NO
1662,WINDOW,NO,CASA DEI CERVI,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,260,COURT,STANDING,OPEN SPACES,228.93,113,,38,5,T1662,L1662,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,T1662,38,113,4,MARBLE,C,0,0,2,0,YES,NO
1663,DOORWAY,NO,CASA DEI CERVI,ATRIUM,STANDING,OPEN SPACES,INSIDE,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,97,203,,4,,L1663,1,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1664,DOORWAY,NO,CASA DEI CERVI,ATRIUM,STANDING,OPEN SPACES,INSIDE,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,92,195,,4,,L1664,1,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1665,DOORWAY,NO,CASA DEI CERVI,ATRIUM,STANDING,OPEN SPACES,INSIDE,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,86,195,,4,,L1665,1,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1666,DOORWAY,NO,CASA DEI CERVI,ATRIUM,STANDING,OPEN SPACES,INSIDE,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,,,,4,,,1,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1667,DOORWAY,NO,CASA DEI CERVI,ATRIUM,STANDING,OPEN SPACES,INSIDE,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,,,,4,,,1,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1668,DOORWAY,NO,CASA DEI CERVI,ATRIUM,STANDING,OPEN SPACES,INSIDE,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,,,,4,,,1,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1669,WINDOW,NO,CASA DEI CERVI,COURT,STANDING,OPEN SPACES,OUTSIDE,228.93,ATRIUM,STANDING,OPEN SPACES,27.6,,,,4,,,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,,,,,,,,,,,,
1670,DOORWAY,NO,CASA DEL BEL CORTILE,STREET,PASSING,OPEN SPACES,OUTSIDE,,ENTRANCE,PASSING,PUBLIC ROOM,34.96,163,211,39,5,T1670,L1670,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,T1670,44,176,,OTHER STONE,A,14,0,0,0,NO,NO
1671,DOORWAY,NO,CASA DEL BEL CORTILE,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,34.96,KITCHEN,STANDING,SERVICE ROOM,3.65,113,141,,4,,,G,,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1672,WINDOW,NO,CASA DEL BEL CORTILE,STREET,PASSING,OPEN SPACES,OUTSIDE,,KITCHEN,STANDING,SERVICE ROOM,3.65,41,33,45,4,,,G,152,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1673,DOORWAY,NO,CASA DEL BEL CORTILE,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,34.96,ANTICHAMBER,STANDING,PUBLIC ROOM,2.01,109,202,65,5,T1673,L1673,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,T1673,22,110,4,MARBLE,C,0,0,1,0,NO,NO
1674,DOORWAY,NO,CASA DEL BEL CORTILE,COURT,STANDING,OPEN SPACES,OUTSIDE,13.56,ANTICHAMBER,STANDING,PUBLIC ROOM,2.01,116,203,30,5,T1674,L1674,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,T1674,31,130,4,MARBLE,C,0,0,1,0,NO,NO
1675,WINDOW,NO,CASA DEL BEL CORTILE,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,19.21,COURT,STANDING,OPEN SPACES,13.56,172,165,40,5,T1675,L1675,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,T1675,48,196,4,MARBLE,A,19,0,0,0,NO,NO
1676,DOORWAY,NO,CASA DEL BEL CORTILE,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,34.96,TABLINIUM,STANDING,PUBLIC ROOM,4.28,226,,,5,T1676,L1676,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,T1676,23,227,4,MARBLE,C,0,0,0,0,NO,NO
1677,DOORWAY,NO,CASA DEL BEL CORTILE,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,19.21,ANTICHAMBER,STANDING,PUBLIC ROOM,2.01,107,201,37,5,T1677,L1677,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,T1677,37,108,,OTHER STONE,A,9,0,1,0,NO,NO
1678,DOORWAY,NO,CASA DEL BEL CORTILE,COURT,STANDING,OPEN SPACES,OUTSIDE,13.56,TABLINIUM,STANDING,PUBLIC ROOM,4.28,217,,41,5,T1678,L1678,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,T1678,35,244,4,MARBLE,C,0,0,0,0,NO,NO
1679,DOORWAY,NO,CASA DEL BEL CORTILE,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,34.96,CORRIDOR,PASSING,PUBLIC ROOM,7.24,122,182,,5,T1679,L1679,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,T1679,35,121,4,MARBLE,C,0,0,2,0,NO,NO
1680,WINDOW,NO,CASA DEL BEL CORTILE,STREET,PASSING,OPEN SPACES,OUTSIDE,,ENTRANCE,PASSING,PUBLIC ROOM,34.96,72,77,42,4,,L1680,G,95,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1681,DOORWAY,NO,CASA DEL BEL CORTILE,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,34.96,CORRIDOR,PASSING,PUBLIC ROOM,5.54,86,178,,5,T1681,L1681,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,T1681,13,82,11,MARBLE,C,0,0,0,0,NO,NO
1682,DOORWAY,NO,CASA DEL BEL CORTILE,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,34.96,STORAGE CLOSET,STANDING,SERVICE ROOM,4.34,67,176,10,5,,L1682,G,,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1683,DOORWAY,NO,CASA DEL BEL CORTILE,SERVICE ROOM,STANDING,SERVICE ROOM,INSIDE,7.37,CORRIDOR,PASSING,PUBLIC ROOM,5.54,102,169,31,4,,L1683,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1684,WINDOW,WOLF MOUTH WINDOW,CASA DEL BEL CORTILE,STREET,PASSING,OPEN SPACES,OUTSIDE,,STORAGE CLOSET,STANDING,SERVICE ROOM,4.34,48,72,45,4,,,G,132,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1685,WINDOW,NO,CASA DEL BEL CORTILE,STREET,PASSING,OPEN SPACES,OUTSIDE,,SERVICE ROOM,STANDING,SERVICE ROOM,7.37,64,74,45,4,,L1685,G,73,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1686,DOORWAY,NO,CASA DEL BEL CORTILE,SERVICE ROOM,STANDING,SERVICE ROOM,INSIDE,6.78,CORRIDOR,PASSING,PUBLIC ROOM,5.54,80,,35,4,,L1686,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1687,WINDOW,NO,CASA DEL BEL CORTILE,STREET,PASSING,OPEN SPACES,OUTSIDE,,SERVICE ROOM,STANDING,SERVICE ROOM,6.78,68,73,45,4,,L1687,G,72,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1688,DOORWAY,NO,CASA DEL BEL CORTILE,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,5.54,LATRINA,STANDING,SERVICE ROOM,1.87,100,,32,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1689,WINDOW,NO,CASA DEL BEL CORTILE,COURT,STANDING,OPEN SPACES,OUTSIDE,,RECEPTION ROOM,STANDING,PUBLIC ROOM,56.7,,,,4,,,G,,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1690,WINDOW,NO,CASA DEL BEL CORTILE,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,56.7,CORRIDOR,PASSING,PUBLIC ROOM,7.24,277,274,,4,,L1690,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1691,DOORWAY,NO,CASA DEL BEL CORTILE,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,56.7,CORRIDOR,PASSING,PUBLIC ROOM,7.24,,,,4,,,G,,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1692,DOORWAY,NO,CASA DEL BEL CORTILE,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,,CORRIDOR,PASSING,PUBLIC ROOM,,95,176,42,4,,L1692,1,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
