OpeningId,Type,PeculiarType,HouseId,HouseType,Date,Period,Town,BiggerAreaRoom,PassingStandingBiggerRoom,BiggerAreaRoomType,Bigger Area RoomM2,SmallerAreaRoom,PassingStandingSmallerRoom,SmallerAreaRoomType,SmallerAreaRoomM2,Width,Height,Facing,Floor,DistancefromGround,IdThresholdSill,ThresholdSillLength,ThresholdSillWidth,ThresholdSillThickness,ThresholdSillMaterial,ThresholdSillType,ThresholdSillDoorstopWidth,ThresholdSillTenonHoleNumber,ThresholdSillHingeHoleNumber,ThresholdSillBoltHoleNumber,ThresholdSillShutterErosion,ThresholdSillFoldingDoorChannel,FrameTrace,LintelType,IdLintel,LintelLength,LintelWidth,LintelThickness,LintelMaterial,LintelDoorstopWidth,LintelTenonHoleNumber,LintelHingeHoleNumber,LintelBoltHoleNumber
1515,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,140,235,INSIDE,G,,T1515,56,130,3,MARBLE,C,0,0,0,0,NO,NO,YES,A,L1515,140,29,10,WOOD,,,,
1516,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,147,145,INSIDE,G,,,,,,,,,,,,,,YES,A,,,,,,,,,
1517,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,148,145,INSIDE,G,,,,,,,,,,,,,,YES,A,,,,,,,,,
1518,WINDOW,PORTIQUE F,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,127,141,INSIDE,G,,,,,,,,,,,,,,YES,A,,,,,,,,,
1519,WINDOW,PORTIQUE F,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,7.74,668,251,INSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1520,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,6.35,518,272,INSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1521,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,147,150,INSIDE,G,,T1521,25,122,4,MARBLE,C,0,0,0,0,NO,NO,,A,,,,,,,,,
1522,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,384,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1523,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,331,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1524,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,171.46,CORRIDOR,PASSING,PUBLIC ROOM,26.03,138,309,INSIDE,G,,,,,,,,,,,,,,,B,,,,,,,,,
1525,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,CORRIDOR,PASSING,PUBLIC ROOM,26.03,109,,OUTSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1526,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,CORRIDOR,PASSING,PUBLIC ROOM,26.03,58,,OUTSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1527,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,26.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.43,102,180,INSIDE,G,,T1527,21,93,4,MARBLE,C,0,0,1,0,NO,NO,,B,L1527,153,38,15,WOOD,,,,
1528,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TRICLINIUM,STANDING,PUBLIC ROOM,64.87,CORRIDOR,PASSING,PUBLIC ROOM,26.03,113,190,INSIDE,G,,T1528,26,113,4,MARBLE,C,0,0,2,0,NO,NO,,B,L1528,192,75,40,WOOD,,,,
1529,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,CORRIDOR,PASSING,PUBLIC ROOM,26.03,153,,INSIDE,G,,T1529,15,153,4,MARBLE,C,0,0,0,0,NO,NO,,,,,,,,,,,
1530,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,RECEPTION ROOM,STANDING,PUBLIC ROOM,24.79,172,,INSIDE,G,,T1530,43,187,4,MARBLE,C,0,0,2,0,NO,NO,,,,,,,,,,,
1531,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,RECEPTION ROOM,STANDING,PUBLIC ROOM,24.79,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.43,102,207,INSIDE,G,,T1531,26,116,4,MARBLE,C,0,0,2,0,NO,NO,,B,L1531,165,44,15,WOOD,,,,
1532,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.43,174,,INSIDE,G,,T1532,49,175,,LIMESTONE AND MOSAIC,C,0,0,2,0,NO,NO,,,,,,,,,,,
1533,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TRICLINIUM,STANDING,PUBLIC ROOM,64.87,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.43,180,208,INSIDE,G,,T1533,47,180,4,MARBLE,C,0,0,4,0,NO,NO,,B,L1533,235,51,18,WOOD,,,,
1534,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TRICLINIUM,STANDING,PUBLIC ROOM,64.87,PORTICUS,PASSING,PUBLIC ROOM,56.28,359,331,INSIDE,G,,T1534,42,359,4,MARBLE,A,10,0,5,0,NO,NO,,B,L1534,403,43,16,WOOD,,,,
1535,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TRICLINIUM,STANDING,PUBLIC ROOM,64.87,RECEPTION ROOM,STANDING,PUBLIC ROOM,19.47,107,215,INSIDE,G,,T1535,58,109,,MARBLE,C,0,0,3,1,NO,NO,,B,L1535,132,48,14,WOOD,,,,
1536,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,RECEPTION ROOM,STANDING,PUBLIC ROOM,19.47,179,225,INSIDE,G,,T1536,47,179,4,MARBLE,C,0,0,3,0,NO,NO,,B,L1536,265,43,18,WOOD,,,,
1537,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,RECEPTION ROOM,STANDING,PUBLIC ROOM,19.47,CORRIDOR,PASSING,PUBLIC ROOM,7.06,100,214,INSIDE,G,,T1537,56,101,3,MARBLE,C,0,0,2,0,NO,NO,,B,L1537,127,47,17,WOOD,,,,
1538,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,RECEPTION ROOM,STANDING,PUBLIC ROOM,19.47,RECEPTION ROOM,STANDING,PUBLIC ROOM,15.88,80,189,INSIDE,G,,T1538,23,80,,MOSAIC,C,0,0,0,0,NO,NO,,A,,,,,,,,,
1539,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,171.46,RECEPTION ROOM,STANDING,PUBLIC ROOM,15.88,161,216,INSIDE,G,,T1539,45,190,3,MARBLE,C,0,0,2,0,NO,NO,,B,L1539,242,49,18,WOOD,,,,
1540,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,CORRIDOR,PASSING,PUBLIC ROOM,7.06,111,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1541,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,171.46,CORRIDOR,PASSING,PUBLIC ROOM,26.03,71,170,INSIDE,G,,T1541,31,71,5,MARBLE,C,0,0,0,0,NO,NO,,B,L1541,103,40,19,WOOD,,,,
1542,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,CUBICULUM,STANDING,PRIVATE ROOM,10.85,96,185,INSIDE,G,,T1542,40,96,4,MARBLE,C,0,0,2,0,YES,NO,,B,L1542,205,38,15,WOOD,,,,
1543,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TERRACE,STANDING,OPEN SPACES,39.65,CUBICULUM,STANDING,PRIVATE ROOM,10.85,88,133,OUTSIDE,G,60,,,,,,,,,,,,,,B,L1543,129,48,13,WOOD,,,,
1544,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,10.85,126,149,OUTSIDE,G,60,T1544,35,126,4,MARBLE,C,0,0,1,0,NO,NO,,B,L1544,157,41,15,WOOD,,,,
1545,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,TERRACE,STANDING,OPEN SPACES,39.65,244,,OUTSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1546,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,TERRACE,STANDING,OPEN SPACES,39.65,216,,OUTSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1547,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,TERRACE,STANDING,OPEN SPACES,39.65,152,,OUTSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1548,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,TERRACE,STANDING,OPEN SPACES,39.65,346,,OUTSIDE,G,,T1548,57,,4,MARBLE,C,0,0,1,0,NO,NO,,,,,,,,,,,
1549,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,TERRACE,STANDING,OPEN SPACES,39.65,185,,OUTSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1550,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,TERRACE,STANDING,OPEN SPACES,39.65,154,,OUTSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1551,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,56.28,CUBICULUM,STANDING,PRIVATE ROOM,9.19,95,202,INSIDE,G,,T1551,46,96,3,MARBLE,A,9,0,2,0,NO,NO,,B,L1551,116,38,17,WOOD,,,,
1552,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TERRACE,STANDING,OPEN SPACES,39.65,CUBICULUM,STANDING,PRIVATE ROOM,9.19,86,132,OUTSIDE,G,71,T1552,40,82,4,MARBLE,C,0,0,2,0,NO,NO,,B,L1552,113,38,17,WOOD,,,,
1553,WINDOW,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,9.19,125,155,OUTSIDE,G,71,T1553,40,119,4,MARBLE,A,12,0,2,0,NO,NO,,B,L1553,163,39,12,WOOD,,,,
1554,DOORWAY,NO,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,171.46,TRICLINIUM,STANDING,PUBLIC ROOM,64.87,297,297,INSIDE,G,,,,,,,,,,,,,,,B,L1554,347,48,17,WOOD,,,,
1555,WINDOW,WOLF MOUTH WINDOW,CASA DELL'ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,LATRINA,STANDING,SERVICE ROOM,2.61,27,,OUTSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1556,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,7.32,159,345,OUTSIDE,G,,T1556,57,161,7,OTHER STONE,B,41,1,1,2,NO,NO,,B,L1556,228,72,15,WOOD,,,,
1557,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,ENTRANCE,PASSING,PUBLIC ROOM,7.32,UNDERSTAIRS,STANDING,SERVICE ROOM,3.87,80,203,INSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1558,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,45.95,ENTRANCE,PASSING,PUBLIC ROOM,7.32,150,345,INSIDE,G,,T1558,40,150,,MOSAIC,C,0,0,0,0,NO,NO,,B,L1558,160,40,15,WOOD,,,,
1559,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,45.95,TRICLINIUM,STANDING,PUBLIC ROOM,16.61,312,315,INSIDE,G,,T1559,49,312,,MOSAIC,C,0,0,0,0,NO,NO,,A,,,,,,,,,
1560,WINDOW,BETWEEN FLATS,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,CUBICULUM,STANDING,PRIVATE ROOM,23.48,TRICLINIUM,STANDING,PUBLIC ROOM,16.61,,,OUTSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1561,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,45.95,STAIRWAY,PASSING,SERVICE ROOM,3.99,94,264,INSIDE,G,,T1561,35,94,,BRICK,C,0,0,0,0,NO,NO,,A,,,,,,,,,
1562,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,45.95,CUBICULUM,STANDING,PRIVATE ROOM,8,160,243,INSIDE,G,,T1562,47,146,4,MARBLE,A,11,0,0,0,NO,NO,,A,,,,,,,,,
1563,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,CUBICULUM,STANDING,PRIVATE ROOM,13.05,CUBICULUM,STANDING,PRIVATE ROOM,8,,,INSIDE,G,,,,,,,,,,,,,,,B,,,,,,,,,
1564,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,45.95,CUBICULUM,STANDING,PRIVATE ROOM,6.59,84,262,INSIDE,G,,T1564,31,95,4,MARBLE,C,0,0,5,0,NO,NO,,B,L1564,155,51,15,WOOD,,,,
1565,WINDOW,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,45.95,CUBICULUM,STANDING,PRIVATE ROOM,6.59,56,69,INSIDE,G,152,,,,,,,,,,,,,,B,L1565,81,50,10,WOOD,,,,
1566,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,45.95,CORRIDOR,PASSING,PUBLIC ROOM,6.81,118,247,INSIDE,G,,T1566,49,120,12,OTHER STONE,A,12,0,2,1,NO,NO,,A,L1566,118,50,15,WOOD,,,,
1567,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,45.95,TABLINIUM,STANDING,PUBLIC ROOM,13.93,345,331,INSIDE,G,,T1567,50,345,,MOSAIC,C,0,0,0,0,NO,NO,,B,L1567,427,50,18,WOOD,,,,
1568,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,45.95,RECEPTION ROOM,STANDING,PUBLIC ROOM,8.71,110,248,INSIDE,G,,T1568,58,128,5,MARBLE,A,10,0,1,0,NO,NO,,A,,,,,,,,,
1569,WINDOW,BETWEEN FLATS,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,PORTICUS,PASSING,PUBLIC ROOM,,RECEPTION ROOM,STANDING,PUBLIC ROOM,8.71,,,OUTSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1570,WINDOW,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,40.82,RECEPTION ROOM,STANDING,PUBLIC ROOM,8.71,131,190,INSIDE,G,,,,,,,,,,,,,,,B,L1570,170,34,16,WOOD,,,,
1571,WINDOW,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,40.82,TABLINIUM,STANDING,PUBLIC ROOM,13.93,244,268,INSIDE,G,,,,,,,,,,,,,,,B,L1571,346,37,17,WOOD,,,,
1572,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,6.81,SERVICE ROOM,STANDING,SERVICE ROOM,3.86,95,,INSIDE,G,,T1572,49,95,,OTHER STONE,A,9,0,1,0,NO,NO,,A,,,,,,,,,
1573,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,6.81,STAIRWAY,PASSING,SERVICE ROOM,2.05,78,,INSIDE,G,,T1573,43,78,,BRICK,C,0,0,0,0,NO,NO,,B,L1573,,43,,WOOD,,,,
1574,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,6.81,CUBICULUM,STANDING,PRIVATE ROOM,6.07,99,168,INSIDE,G,,T1574,38,99,4,MARBLE,C,0,0,0,0,NO,NO,,B,L1574,135,38,15,WOOD,,,,
1575,DOORWAY,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,TRICLINIUM,STANDING,PUBLIC ROOM,20.52,CORRIDOR,PASSING,PUBLIC ROOM,6.81,110,197,INSIDE,G,,T1575,40,105,4,MARBLE,C,0,0,2,0,NO,NO,,B,L1575,153,38,14,WOOD,,,,
1576,WINDOW,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,40.82,TRICLINIUM,STANDING,PUBLIC ROOM,20.52,75,86,INSIDE,G,96,,,,,,,,,,,,,,B,L1576,119,32,14,WOOD,,,,
1577,WINDOW,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,40.82,TRICLINIUM,STANDING,PUBLIC ROOM,20.52,186,145,INSIDE,G,81,,,,,,,,,,,,,,B,L1577,221,32,14,WOOD,,,,
1578,WINDOW,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,40.82,TRICLINIUM,STANDING,PUBLIC ROOM,20.52,75,109,INSIDE,G,81,,,,,,,,,,,,,,B,L1578,130,32,14,WOOD,,,,
1579,WINDOW,NO,CASA DEL MOBILIO CARBONIZZATO,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,CUBICULUM,STANDING,PRIVATE ROOM,13.05,CUBICULUM,STANDING,PRIVATE ROOM,8,,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1580,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,4.83,159,262,OUTSIDE,G,,T1580,50,164,5,MARBLE,B,37,0,1,0,YES,NO,,B,L1580,211,58,13,WOOD,,,,
1581,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ENTRANCE,PASSING,PUBLIC ROOM,4.83,UNDERSTAIRS,STANDING,SERVICE ROOM,2.12,71,250,OUTSIDE,G,,,,,,,,,,,,,,,B,L1581,95,47,8,WOOD,,,,
1582,WINDOW,WOLF MOUTH WINDOW,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,UNDERSTAIRS,STANDING,SERVICE ROOM,2.12,34,38,OUTSIDE,G,,,,,,,,,,,,,,,B,L1582,49,38,4,WOOD,,,,
1583,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,27.6,ENTRANCE,PASSING,PUBLIC ROOM,4.83,196,,OUTSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1584,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,27.6,STAIRWAY,PASSING,SERVICE ROOM,2.23,87,179,INSIDE,G,,T1584,58,88,,OTHER STONE,C,0,0,3,0,NO,NO,,B,L1584,109,43,13,WOOD,,,,
1585,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,27.6,SERVICE ROOM,STANDING,SERVICE ROOM,11.23,91,200,INSIDE,G,,T1585,40,91,4,MARBLE,C,0,0,1,0,NO,NO,,B,L1585,93,42,12,WOOD,,,,
1586,WINDOW,WOLF MOUTH WINDOW,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,SERVICE ROOM,STANDING,SERVICE ROOM,11.23,108,,OUTSIDE,G,268,,,,,,,,,,,,,,,,,,,,,,,
1587,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SERVICE ROOM,STANDING,SERVICE ROOM,11.23,STORAGE CLOSET,STANDING,SERVICE ROOM,7.11,59,,INSIDE,G,,,,,,,,,,,,,,,B,L1587,,38,,WOOD,,,,
1588,WINDOW,WOLF MOUTH WINDOW,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,STORAGE CLOSET,STANDING,SERVICE ROOM,7.11,38,38,INSIDE,G,,,,,,,,,,,,,,,B,L1588,49,38,4,WOOD,,,,
1589,WINDOW,WOLF MOUTH WINDOW,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,STORAGE CLOSET,STANDING,SERVICE ROOM,7.11,38,38,OUTSIDE,G,,,,,,,,,,,,,,,B,L1589,49,38,4,WOOD,,,,
1590,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,27.6,CUBICULUM,STANDING,PRIVATE ROOM,6.18,96,200,OUTSIDE,G,,T1590,41,96,4,MARBLE,C,0,0,1,0,NO,NO,,B,L1590,107,45,12,WOOD,,,,
1591,WINDOW,WOLF MOUTH WINDOW,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,27.6,CUBICULUM,STANDING,PRIVATE ROOM,6.18,39,44,INSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1592,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,ATRIUM,STANDING,OPEN SPACES,27.6,116,253,INSIDE,G,,T1592,41,116,5,MARBLE,A,11,0,2,0,NO,NO,,B,L1592,170,46,13,WOOD,,,,
1593,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TRICLINIUM,STANDING,PUBLIC ROOM,38.14,ATRIUM,STANDING,OPEN SPACES,27.6,120,224,INSIDE,G,,T1593,43,120,4,MARBLE,A,12,0,2,0,NO,NO,,B,L1593,157,47,12,WOOD,,,,
