Opening Id,Type,Peculiar Type,House Id,Bigger Area Room,Outside Inside Facing,Passing Standing Bigger Room,Bigger Area Room Type,Bigger Area Room m2,Smaller Area Room,Passing Standing Smaller Room,Smaller Area Room Type,Smaller Area Room m2,Width (cm),Height (cm),Length (cm),Level of Preservation,Id Threshold Sill,Id Lintel,Floor,Distance from Ground (cm),Frame Trace,Lintel Type,House Id:1,House Type,Date,Period,Town,Data Method,Total Square Meter (m2),Id Lintel:1,Lintel Length (cm),Lintel Width (cm),Lintel Thickness (cm),Lintel Material,Lintel Doorstop Width (cm),Lintel Tenon Hole Number,Lintel Hinge Hole Number,Lintel Bolt Hole Number,Id Threshold Sill:1,Threshold Sill Length (cm),Threshold Sill Width (cm),Threshold Sill Thickness (cm),Threshold Sill Material,Threshold Sill Type,Threshold Sill Doorstop Width (cm),Threshold Sill Tenon Hole Number,Threshold Sill Hinge Hole Number,Threshold Sill Bolt Hole Number,Threshold Sill Shutter Erosion,Threshold Sill Folding Door Channel
1444,DOORWAY,NO,CASA DELLA PARTIZIONE LIGNEA,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,56.52,CUBICULUM,STANDING,PRIVATE ROOM,10.39,97,207,44,5,T1444,L1444,G,,n.a.,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1444,142,45,7,WOOD,,,,,T1444,45,92,4,MARBLE,C,0,0,0,0,NO,NO
1445,DOORWAY,NO,CASA DELLA PARTIZIONE LIGNEA,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,56.52,TABERNA,STANDING,PUBLIC ROOM,32.46,108,229,38,5,T1445,L1445,G,,n.a.,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1445,161,38,17,WOOD,,,,,T1445,62,105,18,OTHER STONE,C,0,0,0,0,NO,NO
1446,DOORWAY,NO,CASA DELLA PARTIZIONE LIGNEA,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,56.52,CUBICULUM,STANDING,PRIVATE ROOM,12.05,105,213,41,5,T1446,L1446,G,,n.a.,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1446,140,41,8,WOOD,,,,,T1446,45,161,4,MARBLE,C,0,0,2,0,NO,NO
1447,WINDOW,NO,CASA DELLA PARTIZIONE LIGNEA,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,56.52,CUBICULUM,STANDING,PRIVATE ROOM,12.05,82,143,41,4,,L1447,G,86,n.a.,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1447,111,41,8,WOOD,,,,,,,,,,,,,,,,
1448,DOORWAY,NO,CASA DELLA PARTIZIONE LIGNEA,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,56.52,SERVICE ROOM,STANDING,SERVICE ROOM,17.18,106,212,41,4,,L1448,G,,n.a.,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1448,106,41,7,WOOD,,,,,,,,,,,,,,,,
1449,DOORWAY,NO,CASA DELLA PARTIZIONE LIGNEA,SERVICE ROOM,INSIDE,STANDING,SERVICE ROOM,17.18,KITCHEN,STANDING,SERVICE ROOM,11.05,80,188,36,4,,L1449,G,,n.a.,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1449,104,38,8,WOOD,,,,,,,,,,,,,,,,
1450,DOORWAY,NO,CASA DELLA PARTIZIONE LIGNEA,TABERNA,INSIDE,STANDING,PUBLIC ROOM,23.44,SERVICE ROOM,STANDING,SERVICE ROOM,17.18,80,188,38,4,,L1450,G,,n.a.,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1450,92,38,8,WOOD,,,,,,,,,,,,,,,,
1451,WINDOW,NO,CASA DELLA PARTIZIONE LIGNEA,TABERNA,INSIDE,STANDING,PUBLIC ROOM,23.44,SERVICE ROOM,STANDING,SERVICE ROOM,17.18,25,45,38,4,,,G,108,n.a.,A,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,,,,,,,,,,,,,,,,,,,,,
1452,DOORWAY,NO,CASA DELLA PARTIZIONE LIGNEA,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,56.52,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.59,267,231,39,5,T1452,L1452,G,,n.a.,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1452,356,39,14,WOOD,,,,,T1452,74,347,,MARBLE,C,0,0,2,0,NO,NO
1453,DOORWAY,NO,CASA DELLA PARTIZIONE LIGNEA,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,17.59,CUBICULUM,STANDING,PRIVATE ROOM,8.47,70,176,36,4,T1453,L1453,G,,n.a.,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1453,92,36,12,WOOD,,,,,T1453,36,70,,MOSAIC,C,0,0,0,0,NO,NO
1454,DOORWAY,NO,CASA DELLA PARTIZIONE LIGNEA,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,56.52,CUBICULUM,STANDING,PRIVATE ROOM,8.47,112,184,39,5,T1454,L1454,G,,n.a.,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1454,131,39,8,WOOD,,,,,T1454,59,133,,MARBLE,C,0,0,2,0,NO,NO
1455,DOORWAY,NO,CASA DELLA PARTIZIONE LIGNEA,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,56.52,STORAGE CLOSET,STANDING,SERVICE ROOM,12.39,70,174,29,5,T1455,L1455,G,,n.a.,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1455,102,29,15,WOOD,,,,,T1455,70,174,,MARBLE,C,0,0,0,0,NO,NO
1456,WINDOW,NO,CASA DELLA PARTIZIONE LIGNEA,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,56.52,COURT,STANDING,OPEN SPACES,41.58,318,242,35,4,,L1456,G,68,YES,B,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,L1456,401,32,41,WOOD,,,,,,,,,,,,,,,,
1457,WINDOW,NO,CASA DELLA PARTIZIONE LIGNEA,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,56.52,COURT,STANDING,OPEN SPACES,41.58,77,78,35,4,,,1,,n.a.,A,CASA DELLA PARTIZIONE LIGNEA,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,589,,,,,,,,,,,,,,,,,,,,,
1469,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,STREET,OUTSIDE,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,9.33,180,256,42,4,,L1469,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1469,214,42,15,WOOD,,,,,,,,,,,,,,,,
1470,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,ATRIUM,INSIDE,STANDING,OPEN SPACES,71.96,ENTRANCE,PASSING,PUBLIC ROOM,9.33,185,256,43,5,T1470,L1470,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1470,215,43,15,WOOD,,,,,T1470,45,130,,MOSAIC,C,0,0,0,0,NO,NO
1471,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,ENTRANCE,INSIDE,PASSING,PUBLIC ROOM,9.33,CELLAR,STANDING,SERVICE ROOM,9.11,98,210,35,4,,,G,,n.a.,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,,,,,,,,,,,,
1472,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,KITCHEN,INSIDE,STANDING,SERVICE ROOM,13.71,ENTRANCE,PASSING,PUBLIC ROOM,9.33,86,179,37,5,T1472,L1472,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1472,100,37,14,WOOD,,,,,T1472,21,85,10,MARBLE,C,0,0,0,0,NO,NO
1474,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,ATRIUM,INSIDE,STANDING,OPEN SPACES,71.96,KITCHEN,STANDING,SERVICE ROOM,13.71,88,221,41,4,T1474,L1474,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1474,210,41,24,WOOD,,,,,T1474,51,198,4,MARBLE,C,0,0,1,0,NO,NO
1475,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,171.46,ATRIUM,STANDING,OPEN SPACES,71.96,150,221,43,5,T1475,L1475,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1475,159,43,20,WOOD,,,,,T1475,50,157,3,MARBLE,C,0,1,2,0,NO,NO
1476,WINDOW,NO,CASA DELL ATRIO A MOSAICO,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,171.46,ATRIUM,STANDING,OPEN SPACES,71.96,146,128,46,5,T1476,L1476,G,71,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1476,203,46,21,WOOD,,,,,T1476,47,143,4,MARBLE,C,0,0,0,0,NO,NO
1477,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,ATRIUM,INSIDE,STANDING,OPEN SPACES,71.96,PORTICUS,PASSING,PUBLIC ROOM,8.86,86,183,45,5,T1477,L1477,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1477,119,45,14,WOOD,,,,,T1477,49,23,4,MARBLE,C,0,0,1,0,YES,NO
1478,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,ATRIUM,INSIDE,STANDING,OPEN SPACES,71.96,RECEPTION ROOM,STANDING,PUBLIC ROOM,33.02,283,301,45,5,T1478,L1478,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1478,409,45,24,WOOD,,,,,T1478,39,274,4,MARBLE,C,0,0,0,0,NO,NO
1479,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,ATRIUM,INSIDE,STANDING,OPEN SPACES,71.96,PORTICUS,PASSING,PUBLIC ROOM,9.75,93,192,45,5,T1479,L1479,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1479,117,45,14,WOOD,,,,,T1479,45,87,,OTHER STONE,C,0,0,0,0,NO,NO
1480,DOORWAY,NO,CASA DEI CERVI,ATRIUM,INSIDE,STANDING,OPEN SPACES,27.6,CORRIDOR,PASSING,PUBLIC ROOM,15.26,96,242,,4,,L1480,G,,n.a.,B,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,L1480,104,,14,WOOD,,,,,,,,,,,,,,,,
1481,DOORWAY,NO,CASA DEI CERVI,CORRIDOR,INSIDE,PASSING,PUBLIC ROOM,15.26,ANTICHAMBER,STANDING,PUBLIC ROOM,10.3,105,192,,4,,L1481,G,,n.a.,B,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1193,L1481,192,,15,WOOD,,,,,,,,,,,,,,,,
1483,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,33.02,PORTICUS,PASSING,PUBLIC ROOM,9.75,171,243,38,4,,L1483,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1483,,38,10,WOOD,,,,,,,,,,,,,,,,
1484,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,33.02,PORTICUS,PASSING,PUBLIC ROOM,9.75,183,243,38,4,,L1484,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1484,,38,10,WOOD,,,,,,,,,,,,,,,,
1485,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,33.02,PORTICUS,PASSING,PUBLIC ROOM,9.75,171,243,38,4,,L1485,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1485,,38,10,WOOD,,,,,,,,,,,,,,,,
1486,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,33.02,PORTICUS,PASSING,PUBLIC ROOM,8.86,171,243,39,4,,L1486,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1486,,39,10,WOOD,,,,,,,,,,,,,,,,
1487,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,33.02,PORTICUS,PASSING,PUBLIC ROOM,8.86,183,243,39,4,,L1487,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1487,,39,10,WOOD,,,,,,,,,,,,,,,,
1488,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,33.02,PORTICUS,PASSING,PUBLIC ROOM,8.86,171,243,39,4,,L1488,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1488,,39,10,WOOD,,,,,,,,,,,,,,,,
1494,WINDOW,NO,CASA DELL ATRIO A MOSAICO,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,33.02,PORTICUS,PASSING,PUBLIC ROOM,8.86,107,99,39,4,,L1494,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1494,121,39,8,WOOD,,,,,,,,,,,,,,,,
1495,WINDOW,NO,CASA DELL ATRIO A MOSAICO,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,171.46,PORTICUS,PASSING,PUBLIC ROOM,8.86,126,130,43,4,,L1495,G,76,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1495,148,43,14,WOOD,,,,,,,,,,,,,,,,
1496,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,14.96,PORTICUS,PASSING,PUBLIC ROOM,8.86,115,175,41,5,T1496,L1496,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1496,157,41,15,WOOD,,,,,T1496,41,115,5,OTHER STONE,C,0,0,0,0,NO,NO
1497,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,171.46,CUBICULUM,STANDING,PRIVATE ROOM,14.96,130,195,48,5,T1497,L1497,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1497,,,18,WOOD,,,,,T1497,36,131,4,MARBLE,C,0,0,3,0,NO,NO
1498,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,14.96,CUBICULUM,STANDING,PRIVATE ROOM,14.74,87,225,40,5,T1498,,G,,n.a.,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,T1498,40,87,,MOSAIC,C,0,0,0,0,NO,NO
1499,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,14.74,PORTICUS,PASSING,PUBLIC ROOM,7.74,134,196,47,5,T1499,L1499,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1499,182,47,16,WOOD,,,,,T1499,38,136,4,MARBLE,C,0,0,6,0,NO,NO
1500,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,14.74,UNDERSTAIR,STANDING,SERVICE ROOM,2.01,69,185,28,5,T1500,L1500,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1500,,28,,WOOD,,,,,T1500,28,69,12,OTHER STONE,C,0,0,0,0,NO,NO
1501,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,7.74,STAIRWAY,PASSING,SERVICE ROOM,4.35,113,194,38,5,T1501,,G,,n.a.,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,T1501,41,110,,LIMESTONE AND MOSAIC,C,0,0,4,0,NO,NO
1502,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,171.46,PORTICUS,PASSING,PUBLIC ROOM,7.74,106,206,33,5,T1502,,G,,n.a.,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,T1502,33,106,4,MARBLE,C,0,0,0,0,NO,NO
1503,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,25.24,PORTICUS,PASSING,PUBLIC ROOM,7.74,117,176,41,5,T1503,L1503,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1503,152,41,14,WOOD,,,,,T1503,22,119,4,MARBLE,C,0,0,2,0,NO,NO
1504,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,COURT,INSIDE,STANDING,OPEN SPACES,219.51,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.24,263,271,36,5,T1504,L1504,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1504,292,36,17,WOOD,,,,,T1504,50,263,4,MARBLE,C,0,0,2,0,NO,NO
1505,WINDOW,NO,CASA DELL ATRIO A MOSAICO,COURT,INSIDE,STANDING,OPEN SPACES,219.51,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.24,74,75,44,4,,L1505,G,320,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1505,100,36,8,WOOD,,,,,,,,,,,,,,,,
1506,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,25.24,PORTICUS,PASSING,PUBLIC ROOM,6.35,102,192,32,5,T1506,L1506,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1506,132,32,13,WOOD,,,,,T1506,20,102,4,MARBLE,C,0,0,2,0,NO,NO
1507,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,11.96,PORTICUS,PASSING,PUBLIC ROOM,6.35,136,197,44,5,T1507,L1507,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1507,187,44,12,WOOD,,,,,T1507,40,132,4,MARBLE,C,0,0,0,0,NO,NO
1508,WINDOW,NO,CASA DELL ATRIO A MOSAICO,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,11.96,PORTICUS,PASSING,PUBLIC ROOM,6.35,77,88,44,4,,L1508,G,215,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1508,112,44,12,WOOD,,,,,,,,,,,,,,,,
1509,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,12.94,CUBICULUM,STANDING,PRIVATE ROOM,11.96,77,169,44,5,,L1509,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1509,102,44,13,WOOD,,,,,,,,,,,,,,,,
1510,WINDOW,NO,CASA DELL ATRIO A MOSAICO,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,12.94,PORTICUS,PASSING,PUBLIC ROOM,6.35,60,69,42,4,,L1510,G,214,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1510,,42,,WOOD,,,,,,,,,,,,,,,,
1511,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,171.46,CUBICULUM,STANDING,PRIVATE ROOM,12.94,130,185,42,5,T1511,L1511,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1511,120,42,15,WOOD,,,,,T1511,40,130,3,MARBLE,C,0,0,0,0,NO,NO
1512,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,171.46,CORRIDOR,PASSING,PUBLIC ROOM,14.04,99,369,42,2,,,G,,n.a.,n.a.,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,,,,,,,,,,,,
1514,WINDOW,NO,CASA DELL ATRIO A MOSAICO,COURT,INSIDE,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,130,159,29,4,,L1514,G,,YES,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1514,130,29,10,WOOD,,,,,,,,,,,,,,,,
1515,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,COURT,INSIDE,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,140,235,29,5,T1515,L1515,G,,YES,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1515,140,29,10,WOOD,,,,,T1515,56,130,3,MARBLE,C,0,0,0,0,NO,NO
1516,WINDOW,NO,CASA DELL ATRIO A MOSAICO,COURT,INSIDE,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,147,145,29,4,,,G,,YES,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,,,,,,,,,,,,
1517,WINDOW,NO,CASA DELL ATRIO A MOSAICO,COURT,INSIDE,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,148,145,29,4,,,G,,YES,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,,,,,,,,,,,,
1518,WINDOW,PORTIQUE F,CASA DELL ATRIO A MOSAICO,COURT,INSIDE,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,127,141,29,4,,,G,,YES,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,,,,,,,,,,,,
1519,WINDOW,PORTIQUE F,CASA DELL ATRIO A MOSAICO,COURT,INSIDE,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,7.74,668,251,39,4,,,G,,n.a.,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,,,,,,,,,,,,
1520,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,COURT,INSIDE,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,6.35,518,272,39,4,,,G,,n.a.,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,,,,,,,,,,,,
1521,WINDOW,NO,CASA DELL ATRIO A MOSAICO,COURT,INSIDE,STANDING,OPEN SPACES,219.51,PORTICUS,PASSING,PUBLIC ROOM,171.46,147,150,25,5,T1521,,G,,n.a.,A,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,T1521,25,122,4,MARBLE,C,0,0,0,0,NO,NO
1524,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,171.46,CORRIDOR,PASSING,PUBLIC ROOM,26.03,138,309,58,5,,,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,,,,,,,,,,,,,,,,,,,,,
1527,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,CORRIDOR,INSIDE,PASSING,PUBLIC ROOM,26.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.43,102,180,38,5,T1527,L1527,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1527,153,38,15,WOOD,,,,,T1527,21,93,4,MARBLE,C,0,0,1,0,NO,NO
1528,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,TRICLINIUM,INSIDE,STANDING,PUBLIC ROOM,64.87,CORRIDOR,PASSING,PUBLIC ROOM,26.03,113,190,75,5,T1528,L1528,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1528,192,75,40,WOOD,,,,,T1528,26,113,4,MARBLE,C,0,0,2,0,NO,NO
1531,DOORWAY,NO,CASA DELL ATRIO A MOSAICO,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,24.79,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.43,102,207,44,5,T1531,L1531,G,,n.a.,B,CASA DELL ATRIO A MOSAICO,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,BOTH,1174,L1531,165,44,15,WOOD,,,,,T1531,26,116,4,MARBLE,C,0,0,2,0,NO,NO
